Name,CNPJ,Portfolio Manager,Last_Assets_date
SAFRA KEPLER FI MULTIMERCADO,21.144.577/0001-47,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA LAGRANGE I FIC AÇÕES BDR NÍVEL I,08.892.932/0001-06,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA MIX 30 FIC MULTIMERCADO,11.083.403/0001-68,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA MIX I FIC MULTIMERCADO,09.137.336/0001-75,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA MIX SPECIAL FIC MULTIMERCADO,26.154.076/0001-65,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA PETROBRAS FI AÇÕES,03.917.728/0001-70,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA PETROBRAS FIC AÇÕES,07.470.226/0001-03,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA PRÁTICO APLICAÇÃO AUTOMÁTICA FIC RENDA FIXA CURTO PRAZO,10.787.741/0001-18,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA PRIVATE FI AÇÕES,02.097.253/0001-50,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA S&P FI MULTIMERCADO,15.674.619/0001-59,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA S&P REAIS FIC MULTIMERCADO,20.394.372/0001-57,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA S&P REAIS PB FI MULTIMERCADO,21.595.829/0001-54,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA S&P TOP FIC MULTIMERCADO,19.237.869/0001-82,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA SELECTION FIC AÇÕES,06.234.360/0001-34,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA SETORIAL BANCOS FIC AÇÕES,02.097.249/0001-92,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA SMALL CAP FIC AÇÕES,05.857.973/0001-65,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA SOBERANO INSTITUCIONAL FIC RENDA FIXA SIMPLES,08.935.364/0001-75,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA SOBERANO REGIME PRÓPRIO FIC RENDA FIXA REFERENCIADO DI,10.347.195/0001-02,Ricardo Daniel Gomes de Negreiros,2019-02-01 00:00:00
SAFRA TOP FIC RENDA FIXA LP,12.483.978/0001-30,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA TOP MAX FIC RENDA FIXA LP,18.033.470/0001-17,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA TOP PREMIUM FIC RENDA FIXA LP,17.955.613/0001-85,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA VALE DO RIO DOCE FI AÇÕES,04.895.099/0001-98,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAFRA VALE DO RIO DOCE FIC AÇÕES,07.470.234/0001-41,Ricardo Daniel Gomes de Negreiros,2019-01-31 00:00:00
SAGA SNAKE FI MULTIMERCADO,13.001.213/0001-80,Carlos Augusto Rodrigues de Carvalho Júnior,2019-01-31 00:00:00
SAGA TOP FIC MULTIMERCADO,13.503.226/0001-57,Carlos Augusto Rodrigues de Carvalho Júnior,2019-01-31 00:00:00
SAMBA THETA FI MULTIMERCADO,23.799.268/0001-30,Vladimir Joelsas Timerman,2019-01-31 00:00:00
SANTA FÉ AQUARIUS FI MULTIMERCADO,04.621.018/0001-61,Paulo Battistella Bueno,2019-01-31 00:00:00
SANTANDER ALOCAÇÃO FIC MULTIMERCADO,07.645.498/0001-99,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER BÔNUS FIC RENDA FIXA REFERENCIADO DI,22.235.718/0001-08,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER CASH BLUE FI RENDA FIXA REFERENCIADO DI,10.565.506/0001-00,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER CASH GREEN FI RENDA FIXA REFERENCIADO DI,10.565.542/0001-65,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER CENTRUM MIX VAN GOGH FIC RENDA FIXA,00.222.725/0001-24,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER CLASSIC FIC RENDA FIXA REFERENCIADO DI,03.235.471/0001-77,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER CORPORATE FIC RENDA FIXA REFERENCIADO DI,03.069.104/0001-40,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER DIVERSIFICAÇÃO FIC MULTIMERCADO,11.714.770/0001-12,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER DIVERSIFICAÇÃO GLOBAL VAN GOGH FIC MULTIMERCADO,18.598.908/0001-04,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER DIVIDENDOS FIC AÇÕES,03.396.639/0001-26,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER DIVIDENDOS TOP FI AÇÕES,13.455.136/0001-38,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER DIVIDENDOS VIP FIC AÇÕES,13.455.174/0001-90,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER ESTRUTURADO 5 FI MULTIMERCADO,11.714.787/0001-70,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER ESTRUTURADO I FI MULTIMERCADO,10.361.876/0001-17,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER ETHICAL FIC AÇÕES,04.616.277/0001-02,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER EXCELLENCE FIC MULTIMERCADO CRÉDITO PRIVADO LP,17.803.780/0001-00,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER EXTRA PLUS FIC RENDA FIXA REFERENCIADO DI,67.369.363/0001-70,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER FIC AÇÕES I,47.179.288/0001-77,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER FIC CAMBIAL,02.543.933/0001-50,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER FIC RENDA FIXA REFERENCIADO DI,07.907.396/0001-02,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER FIC RENDA FIXA SIMPLES,22.918.245/0001-35,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER FI RENDA FIXA CRÉDITO PRIVADO LP,09.577.500/0001-65,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER FI RENDA FIXA REFERENCIADO DI,01.630.558/0001-13,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,02.224.382/0001-62,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER GLOBAL FIC MULTIMERCADO,17.804.757/0001-30,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER IBOVESPA ATIVO FIC AÇÕES,02.832.973/0001-12,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER IBOVESPA ATIVO INSTITUCIONAL FI AÇÕES,01.699.688/0001-02,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER IMA-B 5 TÍTULOS PÚBLICOS FIC RENDA FIXA,13.455.117/0001-01,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER IMA-B 5 TÍTULOS PÚBLICOS FI RENDA FIXA,13.455.148/0001-62,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER IMA-B 5 TOP FI RENDA FIXA LP,18.599.673/0001-75,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER IMA-B TÍTULOS PÚBLICOS FI RENDA FIXA LP,11.180.605/0001-28,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER INCOME CLASS FIC RENDA FIXA LP,06.969.451/0001-18,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER ÍNDICE BOVESPA FIC AÇÕES,06.084.858/0001-68,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER INFLAÇÃO FIC RENDA FIXA,14.504.196/0001-66,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER INSTITUCIONAL FIC RENDA FIXA,06.095.438/0001-87,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER INSTITUCIONAL FIC RENDA FIXA REFERENCIADO DI,02.224.354/0001-45,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER INTELIGENTE FIC RENDA FIXA CURTO PRAZO,02.908.347/0001-62,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER IRF-M TÍTULOS PÚBLICOS FI RENDA FIXA,13.455.197/0001-03,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER JUD FIC RENDA FIXA REFERENCIADO DI,17.138.452/0001-37,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER JUROS REAIS FIC RENDA FIXA,04.385.278/0001-85,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER LIQUIDEZ FIC RENDA FIXA CURTO PRAZO,05.025.900/0001-07,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER LIQUIDEZ FIC RENDA FIXA SIMPLES CURTO PRAZO,05.211.884/0001-47,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER MACRO FIC MULTIMERCADO I,11.714.716/0001-77,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MASTER FIC RENDA FIXA,01.094.797/0001-04,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MASTER FIC RENDA FIXA REFERENCIADO DI,02.367.527/0001-84,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER MASTER FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,18.599.054/0001-80,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER MASTER FUNCESP FIC RENDA FIXA REFERENCIADO DI,05.510.759/0001-38,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER MAX FIC RENDA FIXA REFERENCIADO DI,09.300.201/0001-89,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER MIX FIC RENDA FIXA,00.813.342/0001-20,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MODERADO VAN GOGH FIC MULTIMERCADO,07.645.511/0001-00,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MULTIESTRATÉGIA FIC MULTIMERCADO,05.563.613/0001-50,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MULTIESTRATÉGIA FI MULTIMERCADO,23.682.663/0001-39,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MULTISTRATEGY RATES AND FX CLASSE A FIC MULTIMERCADO,14.326.479/0001-65,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER MULTISTRATEGY RATES AND FX FEEDER FIC MULTIMERCADO,17.391.792/0001-75,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER NOMINAL RATES CLASSE A FIC RENDA FIXA LP,10.810.132/0001-32,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PB IMA-B 5 FIC RENDA FIXA LP,23.379.125/0001-70,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PB TOP MANAGERS FIC MULTIMERCADO,11.714.860/0001-03,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PB VIP FIC RENDA FIXA REFERENCIADO DI,02.910.278/0001-21,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER PERFORMANCE FIC MULTIMERCADO I,03.029.216/0001-78,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PERFORMANCE FIX FIC MULTIMERCADO,03.765.626/0001-87,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PERFORMANCE TOP FI MULTIMERCADO,10.362.008/0001-51,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PIBB FI AÇÕES,07.184.920/0001-56,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PRÉ FIC RENDA FIXA LP,16.607.821/0001-20,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER PRIORITY FIC RENDA FIXA REFERENCIADO DI,00.856.755/0001-92,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER REAL RATES FIC RENDA FIXA,09.216.026/0001-46,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER RECOMPENSA MASTER FIC RENDA FIXA,08.992.335/0001-45,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER RECOMPENSA PREMIUM FIC RENDA FIXA,09.300.166/0001-06,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELEÇÃO MAX FIC AÇÕES,04.435.076/0001-09,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELEÇÃO PLUS FIC AÇÕES,11.180.612/0001-20,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELEÇÃO TOP FIC AÇÕES,02.436.763/0001-05,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELECT FIC RENDA FIXA,23.682.485/0001-46,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELECT FIC RENDA FIXA REFERENCIADO DI,22.918.180/0001-28,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER SELECT MULTIESTRATÉGIA FIC MULTIMERCADO,23.682.676/0001-08,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELECT YIELD FIC RENDA FIXA CRÉDITO PRIVADO LP,20.977.499/0001-07,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SELECT YIELD PREMIUM FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,20.977.663/0001-78,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER SÊNIOR FIC RENDA FIXA REFERENCIADO DI,02.543.811/0001-64,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER SOVEREIGN CLASSE A FIC RENDA FIXA REFERENCIADO DI,12.518.192/0001-01,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER SOVEREIGN CLASSE C FIC RENDA FIXA REFERENCIADO DI,10.424.371/0001-54,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER SUPREMO FIC RENDA FIXA REFERENCIADO DI,02.423.569/0001-95,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER TARGET FI RENDA FIXA,12.442.384/0001-81,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER TÍTULOS PUBLICOS FIC RENDA FIXA REFERENCIADO DI,04.682.022/0001-30,Eduardo Alves de Castro,2019-02-01 00:00:00
SANTANDER TOP BRASIL FI MULTIMERCADO,16.607.894/0001-12,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER TOP FIC CAMBIAL,02.498.204/0001-20,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER TOP FIC RENDA FIXA,08.762.930/0001-94,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER TOTAL II FIC MULTIMERCADO,05.344.620/0001-61,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER TOTAL PLUS FIC MULTIMERCADO,02.376.823/0001-41,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER VALE 2 FI AÇÕES,08.828.789/0001-85,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER VALE 3 FIC AÇÕES,09.130.395/0001-11,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER VINTAGE FIC RENDA FIXA CRÉDITO PRIVADO LP,08.545.860/0001-12,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER VIP FI CAMBIAL,10.362.043/0001-70,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER YIELD CLASSE A FIC RENDA FIXA,13.042.233/0001-07,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER YIELD MASTER FIC RENDA FIXA CRÉDITO PRIVADO LP,13.198.960/0001-50,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER YIELD PREMIUM FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,09.300.207/0001-56,Eduardo Alves de Castro,2019-01-31 00:00:00
SANTANDER YIELD VIP FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,01.615.744/0001-83,Eduardo Alves de Castro,2019-01-31 00:00:00
SCHRODER BR LONG & SHORT FIC MULTIMERCADO,09.017.048/0001-87,Daniel Celano da Silva Wanderley,2019-01-31 00:00:00
SCHRODER IBX PLUS FI AÇÕES,07.584.202/0001-77,Daniel Celano da Silva Wanderley,2019-01-31 00:00:00
SCHRODER TOTAL FI MULTIMERCADO,08.434.369/0001-14,Daniel Celano da Silva Wanderley,2019-01-31 00:00:00
SCHRODER VALOR FI AÇÕES,07.163.133/0001-28,Daniel Celano da Silva Wanderley,2019-01-31 00:00:00
SEIVAL FGS AGRESSIVO FIC MULTIMERCADO,11.301.137/0001-00,Carlos Groehs Chaves,2019-01-31 00:00:00
SELECTION FIC MULTIMERCADO,24.582.449/0001-73,André Masetti,2019-01-31 00:00:00
SELECTION FIC RENDA FIXA CRÉDITO PRIVADO LP,24.572.219/0001-23,André Masetti,2019-01-31 00:00:00
SELECTION RENDA VARIÁVEL FIC MULTIMERCADO,24.582.422/0001-80,André Masetti,2019-01-31 00:00:00
SELECT LIGHT FI RENDA FIXA CRÉDITO PRIVADO LP,25.274.966/0001-48,Pedro Henrique Coury Mac Dowell,2019-01-31 00:00:00
SET CAPITAL FI AÇÕES,05.922.544/0001-24,Leonardo Barros Abboud,2019-01-31 00:00:00
SF2 TRÓPICO CASH FI MULTIMERCADO,17.899.612/0001-60,Sérgio Junqueira Machado,2019-01-31 00:00:00
SHARP EQUITY VALUE INSTITUCIONAL FI AÇÕES,17.898.650/0001-07,Ivan Guetta,2019-01-31 00:00:00
SHARP IBOVESPA ATIVO FI AÇÕES,08.912.569/0001-35,Ivan Guetta,2019-01-31 00:00:00
SICOOB DI FI RENDA FIXA REFERENCIADO DI,14.287.871/0001-42,Ricardo de Almeida Horta Barbosa,2019-02-01 00:00:00
SICREDI EXECUTIVE FIC RENDA FIXA CRÉDITO PRIVADO LP,21.170.347/0001-52,Ricardo Green Sommer,2019-01-31 00:00:00
SICREDI IBOVESPA FI AÇÕES,06.051.151/0001-55,Daniel Celano da Silva Wanderley,2019-01-31 00:00:00
SICREDI INFLAÇÃO FIC RENDA FIXA LP,16.403.465/0001-23,Ricardo Green Sommer,2019-01-31 00:00:00
SICREDI INVEST PLUS FI RENDA FIXA CURTO PRAZO,01.627.516/0001-23,Ricardo Green Sommer,2019-02-01 00:00:00
SICREDI PERFIL CLÁSSICO FI MULTIMERCADO LP,09.498.697/0001-47,Beatriz Marzullo Neves,2019-01-31 00:00:00
SICREDI PERFORMANCE FIC RENDA FIXA LP,07.277.931/0001-80,Ricardo Green Sommer,2019-01-31 00:00:00
SICREDI PETROBRAS FI AÇÕES,08.336.054/0001-34,Ricardo Green Sommer,2019-01-31 00:00:00
SICREDI PREMIUM FIC RENDA FIXA LP,03.564.809/0001-34,Ricardo Green Sommer,2019-01-31 00:00:00
SICREDI SELETO FIC RENDA FIXA LP,16.938.231/0001-80,Ricardo Green Sommer,2019-01-31 00:00:00
SITA EXCLUSIVE FI MULTIMERCADO,13.659.375/0001-00,Bernardo Guimarães Rodarte,2019-01-31 00:00:00
SITA FI RENDA FIXA CRÉDITO PRIVADO LP,12.907.100/0001-85,Pedro Hermanny Diniz,2019-01-31 00:00:00
SITA MIX FI MULTIMERCADO CRÉDITO PRIVADO,06.275.894/0001-09,Bernardo Guimarães Rodarte,2019-01-31 00:00:00
SKOPOS BLUE BIRDS FI AÇÕES,05.969.595/0001-01,Pedro Luiz Cerize,2019-01-31 00:00:00
SKOPOS MARATHON I FI AÇÕES,26.751.643/0001-60,Pedro Luiz Cerize,2019-01-31 00:00:00
SKOPOS VIX FI MULTIMERCADO,18.139.010/0001-78,Pedro Luiz Cerize,2019-01-31 00:00:00
SMARTQUANT FI MULTIMERCADO,12.284.306/0001-04,Antônio Domiciano da Silva Filho,2019-01-31 00:00:00
SOLANA ABSOLUTTO FIC MULTIMERCADO,18.806.900/0001-96,Cláudio Delbrueck,2019-01-31 00:00:00
SOLANA LONG AND SHORT FIC MULTIMERCADO,18.772.290/0001-57,Cláudio Delbrueck,2019-01-31 00:00:00
SOLANA LONG AND SHORT II FIC MULTIMERCADO,25.097.819/0001-40,Cláudio Delbrueck,2019-01-31 00:00:00
SOLIDUS FI AÇÕES,02.748.688/0001-18,Fernando Fischer Barbedo,2019-01-31 00:00:00
SOLIS ARGUS FIC AÇÕES,11.734.024/0001-90,Rafael Burquim,2019-01-31 00:00:00
SOLIS DINÂMICO FI MULTIMERCADO LP,11.508.507/0001-77,Rafael Burquim,2019-01-31 00:00:00
SOMMA GENEBRA FI RENDA FIXA REFERENCIADO DI,24.069.611/0001-54,Wilson da Silva Souza,2019-01-31 00:00:00
SOMMA MULTI-ESTRATÉGIAS II FI MULTIMERCADO CRÉDITO PRIVADO LP,10.462.072/0001-04,Wilson da Silva Souza,2019-01-31 00:00:00
SONAR GAMA FI MULTIMERCADO,26.461.878/0001-18,Ricardo Cavalcante Ribeiro,2019-01-31 00:00:00
SONAR PREMIUM FI MULTIMERCADO CRÉDITO PRIVADO,10.440.171/0001-95,Ricardo Cavalcante Ribeiro,2019-01-31 00:00:00
SPARTA CÍCLICO FI MULTIMERCADO,07.552.643/0001-97,Victor Abou Nehmi Filho,2019-01-31 00:00:00
SPARTA DINÂMICO FIC MULTIMERCADO,14.180.011/0001-05,Leonardo Rigatto Horta,2019-01-31 00:00:00
SPARTA PREMIUM FIC RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,12.923.387/0001-37,Artur Duarte Nehmi,2019-02-01 00:00:00
SPINELLI FI AÇÕES,55.075.238/0001-78,Manuel Nogueira Lois,2019-01-31 00:00:00
SPINELLI FIC RENDA FIXA REFERENCIADO DI,19.312.112/0001-06,Manuel Nogueira Lois,2019-01-31 00:00:00
SPX APACHE FIC AÇÕES,16.565.056/0001-23,Leonardo de Andrade Linhares,2019-01-31 00:00:00
SQUADRA LONG ONLY FIC AÇÕES,09.412.822/0001-54,Guilherme Mexias Aché,2019-01-31 00:00:00
STK LONG ONLY INSTITUCIONAL FI AÇÕES,17.164.804/0001-29,Antenor Gomes Fernandes,2019-01-31 00:00:00
STUDIO FIC AÇÕES,11.225.767/0001-35,Beatriz Oliveira Fortunato,2019-01-31 00:00:00
SULAMÉRICA ATIVO FI RENDA FIXA LP,07.381.653/0001-07,Fernando Antônio Monteiro,2019-01-31 00:00:00
SULAMÉRICA ENDURANCE FI MULTIMERCADO,11.458.131/0001-33,Leonardo Erick Muller,2019-01-31 00:00:00
SULAMÉRICA EQUITIES FI AÇÕES,11.458.144/0001-02,Luiz Philipe Roxo Biolchini,2019-01-31 00:00:00
SULAMÉRICA EVOLUTION FI MULTIMERCADO,12.839.769/0001-87,Leonardo Erick Muller,2019-01-31 00:00:00
SULAMÉRICA EXCELLENCE ADVISORY FI RENDA FIXA CRÉDITO PRIVADO,23.508.737/0001-15,Fernando Antônio Monteiro,2019-01-31 00:00:00
SULAMÉRICA EXCELLENCE FI RENDA FIXA CRÉDITO PRIVADO,04.899.128/0001-90,Fernando Antônio Monteiro,2019-02-01 00:00:00
SULAMÉRICA EXCLUSIVE FI RENDA FIXA REFERENCIADO DI,04.839.017/0001-98,Fernando Antônio Monteiro,2019-02-01 00:00:00
SULAMÉRICA FOCUS FIC MULTIMERCADO,04.066.545/0001-51,Letícia Caravaggi,2019-01-31 00:00:00
SULAMÉRICA FRIZZO FIC MULTIMERCADO CRÉDITO PRIVADO,07.911.457/0001-05,Beatriz Marzullo Neves,2019-01-31 00:00:00
SULAMÉRICA FV FI AÇÕES,13.001.237/0001-39,Luiz Philipe Roxo Biolchini,2019-01-31 00:00:00
SULAMÉRICA INFLATIE FI RENDA FIXA LP,09.326.708/0001-01,Miguel Dario Sano,2019-01-31 00:00:00
SULAMÉRICA JURO REAL CURTO FI RENDA FIXA LP,16.892.116/0001-12,Fernando Antônio Monteiro,2019-01-31 00:00:00
SULAMÉRICA PREMIUM FI RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,24.325.096/0001-26,Fernando Antônio Monteiro,2019-01-31 00:00:00
SUPER PREMIUM FIC RENDA FIXA REFERENCIADO DI,01.972.663/0001-30,Tatiana Grecco,2019-02-01 00:00:00
SUPER PREMIUM PRS FIC RENDA FIXA,04.148.140/0001-62,Tatiana Grecco,2019-02-01 00:00:00
TAGUS ADVANCED FI MULTIMERCADO,12.120.451/0001-41,Marcelo Vieira da Silva de Oliveira Costa,2019-01-31 00:00:00
TAGUS EQUITY HEDGE FI MULTIMERCADO,14.257.843/0001-82,Marcelo Vieira da Silva de Oliveira Costa,2019-01-31 00:00:00
TAGUS FUNDAMENTAL FI AÇÕES,03.618.010/0001-83,Marcelo Vieira da Silva de Oliveira Costa,2019-01-31 00:00:00
TAGUS TOP FIC RENDA FIXA CRÉDITO PRIVADO,16.599.959/0001-25,Marcelo Vieira da Silva de Oliveira Costa,2019-01-31 00:00:00
TARGET D FI MULTIMERCADO CRÉDITO PRIVADO,01.536.201/0001-70,Rubens Luiz dos Santos Henriques,2019-01-31 00:00:00
TARGET MULTIPORTFÓLIO FIC MULTIMERCADO,10.355.334/0001-31,Cristiano Rodriguez Pinelli,2019-01-31 00:00:00
TARPON GT FIC AÇÕES,22.232.927/0001-90,José Carlos Reis de Magalhães Neto,2019-01-31 00:00:00
TÁTICA RESEARCH FI MULTIMERCADO,25.246.206/0001-27,Ike Rahmani,2019-01-31 00:00:00
TB ITACARÉ FI RENDA FIXA LP,21.320.420/0001-25,Marco Antônio Marques Bismarchi,2019-01-31 00:00:00
TENDÊNCIA MATH FIC MULTIMERCADO,25.681.707/0001-31,Ricardo Matone,2019-01-31 00:00:00
TERRA NOVA INSTITUCIONAL IMA-B FI RENDA FIXA LP,22.443.530/0001-47,Alexandre Fogliano da Cunha,2019-01-31 00:00:00
TG LIQUIDEZ I FI RENDA FIXA,24.769.058/0001-62,Miguel Amantéa Abras,2019-01-31 00:00:00
THUNDERSTRUCK FI AÇÕES,11.428.899/0001-64,Osman Velazquez Júnior,2019-01-31 00:00:00
TI TOP FIC MULTIMERCADO,11.145.345/0001-50,Carlos Augusto Rodrigues de Carvalho Júnior,2019-01-31 00:00:00
TODDY FI MULTIMERCADO,25.108.749/0001-88,Alexandre Horstmann,2019-01-31 00:00:00
TOTH CAPITAL FI AÇÕES,18.436.283/0001-84,Renato Figueiredo Bortolai,2019-01-31 00:00:00
TRANSAMÉRICA ESTRATÉGIA FI MULTIMERCADO,08.823.770/0001-46,Ana Paula Soler Moreno Fachim ,2019-01-31 00:00:00
TREND GOLD FI MULTIMERCADO,22.963.439/0001-52,André Masetti,2019-01-31 00:00:00
TREND PÓS-FIXADO FI RENDA FIXA SIMPLES,26.559.284/0001-44,André Masetti,2019-02-01 00:00:00
TRIVÈLLA M3 FI MULTIMERCADO,13.950.062/0001-06,Jon Francisco Toscano,2019-01-31 00:00:00
TRÓPICO VALUE FI AÇÕES,05.382.556/0001-03,Fernando Camargo de Carvalho Luiz,2019-01-31 00:00:00
UJAY BOLD FIC MULTIMERCADO,15.831.954/0001-13,Diego Soares de Arruda,2019-01-31 00:00:00
